era,set_name,abbreviation,group_id,productId,name,cleanName,number,rarity,cardType,hp,stage,subTypeName,marketPrice,lowPrice,midPrice,pokebulb_price
Mega Evolution,ME04: Chaos Rising,CRI,24655,693553,Tauros - 096/086,Tauros 096 086,096/086,Illustration Rare,Colorless,,,Holofoil,31.44,18.66,22.44,35.0
Mega Evolution,ME04: Chaos Rising,CRI,24655,693560,Watchog - 097/086,Watchog 097 086,097/086,Illustration Rare,Colorless,,,Holofoil,19.96,12.96,14.97,22.0
Mega Evolution,ME04: Chaos Rising,CRI,24655,693454,Beedrill ex - 098/086,Beedrill ex 098 086,098/086,Ultra Rare,Grass,,,Holofoil,18.6,16.44,17.48,20.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693520,Mega Pyroar ex - 099/086,Mega Pyroar ex 099 086,099/086,Ultra Rare,Fire,,,Holofoil,14.98,12.37,13.68,16.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693516,Mega Greninja ex - 100/086,Mega Greninja ex 100 086,100/086,Ultra Rare,Water,,,Holofoil,,69.99,82.99,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693512,Mega Floette ex - 101/086,Mega Floette ex 101 086,101/086,Ultra Rare,Psychic,,,Holofoil,,13.94,13.98,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693498,Gourgeist ex - 102/086,Gourgeist ex 102 086,102/086,Ultra Rare,Psychic,,,Holofoil,,3.99,5.57,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693469,Cobalion ex - 103/086,Cobalion ex 103 086,103/086,Ultra Rare,Metal,,,Holofoil,,14.9,14.95,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693509,Mega Dragalge ex - 104/086,Mega Dragalge ex 104 086,104/086,Ultra Rare,Dragon,,,Holofoil,50.0,44.98,47.0,55.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693464,Cinccino ex - 105/086,Cinccino ex 105 086,105/086,Ultra Rare,Colorless,,,Holofoil,,9.99,10.0,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693450,AZ's Tranquility - 106/086,AZs Tranquility 106 086,106/086,Ultra Rare,Trainer - Supporter,,,Holofoil,,17.97,18.0,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693480,Emma - 107/086,Emma 107 086,107/086,Ultra Rare,Trainer - Supporter,,,Holofoil,12.99,12.99,13.99,14.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693482,Energy Retrieval,Energy Retrieval,108/086,Ultra Rare,Trainer - Item,,,Holofoil,18.33,14.98,16.67,20.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693501,Jumbo Ice Cream,Jumbo Ice Cream,109/086,Ultra Rare,Trainer - Item,,,Holofoil,,12.98,13.0,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693533,Philippe - 110/086,Philippe 110 086,110/086,Ultra Rare,Trainer - Supporter,,,Holofoil,,14.98,19.99,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693535,Prism Tower - 111/086,Prism Tower 111 086,111/086,Ultra Rare,Trainer - Stadium,,,Holofoil,,34.96,35.0,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693541,Roxie's Performance - 112/086,Roxies Performance 112 086,112/086,Ultra Rare,Trainer - Supporter,,,Holofoil,,23.7,24.93,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693548,Special Red Card - 113/086,Special Red Card 113 086,113/086,Ultra Rare,Trainer - Item,,,Holofoil,28.49,29.99,32.48,31.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693551,Surfing Beach,Surfing Beach,114/086,Ultra Rare,Trainer - Stadium,,,Holofoil,,39.99,49.95,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693554,Tool Scrapper,Tool Scrapper,115/086,Ultra Rare,Trainer - Item,,,Holofoil,,14.0,14.0,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693517,Mega Greninja ex - 116/086,Mega Greninja ex 116 086,116/086,Special Illustration Rare,Water,,,Holofoil,,600.0,600.0,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693513,Mega Floette ex - 117/086,Mega Floette ex 117 086,117/086,Special Illustration Rare,Psychic,,,Holofoil,,249.95,302.97,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693510,Mega Dragalge ex - 118/086,Mega Dragalge ex 118 086,118/086,Special Illustration Rare,Dragon,,,Holofoil,115.0,125.0,137.97,127.0
Mega Evolution,ME04: Chaos Rising,CRI,24655,693465,Cinccino ex - 119/086,Cinccino ex 119 086,119/086,Special Illustration Rare,Colorless,,,Holofoil,,199.97,199.99,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693451,AZ's Tranquility - 120/086,AZs Tranquility 120 086,120/086,Special Illustration Rare,Trainer - Supporter,,,Holofoil,124.99,119.94,119.99,137.5
Mega Evolution,ME04: Chaos Rising,CRI,24655,693542,Roxie's Performance - 121/086,Roxies Performance 121 086,121/086,Special Illustration Rare,Trainer - Supporter,,,Holofoil,,74.69,74.85,
Mega Evolution,ME04: Chaos Rising,CRI,24655,693518,Mega Greninja ex - 122/086,Mega Greninja ex 122 086,122/086,Mega Hyper Rare,Water,,,Holofoil,399.99,650.0,699.99,440.0
Mega Evolution,ME03: Perfect Order,POR,24587,684397,Spinarak,Spinarak,001/088,Common,Grass,60,Basic,Normal,0.05,0.01,0.11,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684397,Spinarak,Spinarak,001/088,Common,Grass,60,Basic,Reverse Holofoil,0.18,0.01,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684398,Ariados,Ariados,002/088,Common,Grass,110,Stage 1,Normal,0.08,0.01,0.1,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684398,Ariados,Ariados,002/088,Common,Grass,110,Stage 1,Reverse Holofoil,0.26,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684399,Shaymin,Shaymin,003/088,Uncommon,Grass,70,Basic,Normal,0.1,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684399,Shaymin,Shaymin,003/088,Uncommon,Grass,70,Basic,Reverse Holofoil,0.19,0.02,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684400,Snivy,Snivy,004/088,Common,Grass,70,Basic,Normal,0.13,0.01,0.14,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684400,Snivy,Snivy,004/088,Common,Grass,70,Basic,Reverse Holofoil,0.28,0.02,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684401,Servine,Servine,005/088,Common,Grass,100,Stage 1,Normal,0.13,0.01,0.14,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684401,Servine,Servine,005/088,Common,Grass,100,Stage 1,Reverse Holofoil,0.27,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684402,Serperior,Serperior,006/088,Rare,Grass,160,Stage 2,Holofoil,0.17,0.01,0.18,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684402,Serperior,Serperior,006/088,Rare,Grass,160,Stage 2,Reverse Holofoil,0.17,0.02,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684363,Scatterbug,Scatterbug,007/088,Common,Grass,40,Basic,Normal,0.1,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684363,Scatterbug,Scatterbug,007/088,Common,Grass,40,Basic,Reverse Holofoil,0.22,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684364,Spewpa - 008/088,Spewpa 008 088,008/088,Common,Grass,80,Stage 1,Normal,0.17,0.01,0.16,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684364,Spewpa - 008/088,Spewpa 008 088,008/088,Common,Grass,80,Stage 1,Reverse Holofoil,0.28,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684366,Vivillon,Vivillon,009/088,Uncommon,Grass,120,Stage 2,Normal,0.12,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684366,Vivillon,Vivillon,009/088,Uncommon,Grass,120,Stage 2,Reverse Holofoil,0.18,0.02,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684367,Rowlet - 010/088,Rowlet 010 088,010/088,Common,Grass,80,Basic,Normal,0.15,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684367,Rowlet - 010/088,Rowlet 010 088,010/088,Common,Grass,80,Basic,Reverse Holofoil,0.27,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684369,Dartrix,Dartrix,011/088,Common,Grass,100,Stage 1,Normal,0.14,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684369,Dartrix,Dartrix,011/088,Common,Grass,100,Stage 1,Reverse Holofoil,0.26,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684370,Decidueye ex - 012/088,Decidueye ex 012 088,012/088,Double Rare,Grass,320,Stage 2,Holofoil,0.52,0.1,0.61,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684404,Fletchinder,Fletchinder,013/088,Common,Fire,90,Stage 1,Normal,0.11,0.01,0.13,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684404,Fletchinder,Fletchinder,013/088,Common,Fire,90,Stage 1,Reverse Holofoil,0.23,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684405,Talonflame - 014/088,Talonflame 014 088,014/088,Uncommon,Fire,150,Stage 2,Normal,0.14,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684405,Talonflame - 014/088,Talonflame 014 088,014/088,Uncommon,Fire,150,Stage 2,Reverse Holofoil,0.25,0.02,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684382,Salandit,Salandit,015/088,Common,Fire,70,Basic,Normal,0.16,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684382,Salandit,Salandit,015/088,Common,Fire,70,Basic,Reverse Holofoil,0.2,0.02,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684376,Salazzle ex - 016/088,Salazzle ex 016 088,016/088,Double Rare,Fire,260,Stage 1,Holofoil,0.51,0.1,0.53,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684407,Turtonator,Turtonator,017/088,Uncommon,Fire,120,Basic,Normal,0.13,0.01,0.13,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684407,Turtonator,Turtonator,017/088,Uncommon,Fire,120,Basic,Reverse Holofoil,0.23,0.02,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684372,Seel,Seel,018/088,Common,Water,80,Basic,Normal,0.11,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684372,Seel,Seel,018/088,Common,Water,80,Basic,Reverse Holofoil,0.21,0.02,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684373,Dewgong,Dewgong,019/088,Rare,Water,130,Stage 1,Holofoil,0.15,0.01,0.17,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684373,Dewgong,Dewgong,019/088,Rare,Water,130,Stage 1,Reverse Holofoil,0.25,0.01,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684374,Staryu,Staryu,020/088,Common,Water,70,Basic,Normal,0.12,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684374,Staryu,Staryu,020/088,Common,Water,70,Basic,Reverse Holofoil,0.29,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684360,Mega Starmie ex - 021/088,Mega Starmie ex 021 088,021/088,Double Rare,Water,330,Stage 1,Holofoil,0.82,0.25,1.1,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684329,Lapras ex,Lapras ex,022/088,Double Rare,Water,210,Basic,Holofoil,0.48,0.08,0.61,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684355,Amaura,Amaura,023/088,Common,Water,100,,Normal,0.12,0.01,0.16,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684355,Amaura,Amaura,023/088,Common,Water,100,,Reverse Holofoil,0.22,0.02,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684356,Aurorus - 024/088,Aurorus 024 088,024/088,Rare,Water,170,Stage 2,Holofoil,0.24,0.01,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684356,Aurorus - 024/088,Aurorus 024 088,024/088,Rare,Water,170,Stage 2,Reverse Holofoil,0.3,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684408,Volcanion,Volcanion,025/088,Uncommon,Water,130,Basic,Normal,0.11,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684408,Volcanion,Volcanion,025/088,Uncommon,Water,130,Basic,Reverse Holofoil,0.24,0.02,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684409,Shinx,Shinx,026/088,Common,Lightning,70,Basic,Normal,0.12,0.01,0.14,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684409,Shinx,Shinx,026/088,Common,Lightning,70,Basic,Reverse Holofoil,0.19,0.02,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684410,Luxio,Luxio,027/088,Uncommon,Lightning,90,Stage 1,Normal,0.13,0.01,0.14,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684410,Luxio,Luxio,027/088,Uncommon,Lightning,90,Stage 1,Reverse Holofoil,0.26,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684411,Luxray,Luxray,028/088,Rare,Lightning,150,Stage 2,Holofoil,0.19,0.01,0.17,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684411,Luxray,Luxray,028/088,Rare,Lightning,150,Stage 2,Reverse Holofoil,0.29,0.03,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684412,Dedenne - 029/088,Dedenne 029 088,029/088,Common,Lightning,70,Basic,Normal,0.12,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684412,Dedenne - 029/088,Dedenne 029 088,029/088,Common,Lightning,70,Basic,Reverse Holofoil,0.25,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684414,Clefairy - 030/088,Clefairy 030 088,030/088,Common,Psychic,70,Basic,Normal,0.11,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684414,Clefairy - 030/088,Clefairy 030 088,030/088,Common,Psychic,70,Basic,Reverse Holofoil,0.23,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684383,Mega Clefable ex - 031/088,Mega Clefable ex 031 088,031/088,Double Rare,Psychic,320,Stage 1,Holofoil,0.7,0.1,0.79,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684416,Mawile,Mawile,032/088,Common,Psychic,110,Basic,Normal,0.15,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684416,Mawile,Mawile,032/088,Common,Psychic,110,Basic,Reverse Holofoil,0.19,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684417,Espurr - 033/088,Espurr 033 088,033/088,Common,Psychic,60,Basic,Normal,0.11,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684417,Espurr - 033/088,Espurr 033 088,033/088,Common,Psychic,60,Basic,Reverse Holofoil,0.25,0.01,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684419,Meowstic,Meowstic,034/088,Uncommon,Psychic,100,Stage 1,Normal,0.14,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684419,Meowstic,Meowstic,034/088,Uncommon,Psychic,100,Stage 1,Reverse Holofoil,0.27,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684420,Spritzee,Spritzee,035/088,Common,Psychic,70,Basic,Normal,0.17,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684420,Spritzee,Spritzee,035/088,Common,Psychic,70,Basic,Reverse Holofoil,0.24,0.02,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684421,Aromatisse,Aromatisse,036/088,Uncommon,Psychic,120,Stage 1,Normal,0.12,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684421,Aromatisse,Aromatisse,036/088,Uncommon,Psychic,120,Stage 1,Reverse Holofoil,0.25,0.01,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684422,Nosepass,Nosepass,037/088,Common,Fighting,90,Basic,Normal,0.1,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684422,Nosepass,Nosepass,037/088,Common,Fighting,90,Basic,Reverse Holofoil,0.25,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684423,Probopass - 038/088,Probopass 038 088,038/088,Common,Fighting,140,Stage 1,Normal,0.08,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684423,Probopass - 038/088,Probopass 038 088,038/088,Common,Fighting,140,Stage 1,Reverse Holofoil,0.25,0.01,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684425,Hippopotas,Hippopotas,039/088,Common,Fighting,100,Basic,Normal,0.09,0.01,0.11,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684425,Hippopotas,Hippopotas,039/088,Common,Fighting,100,Basic,Reverse Holofoil,0.27,0.01,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684426,Hippowdon,Hippowdon,040/088,Uncommon,Fighting,150,Stage 1,Normal,0.09,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684426,Hippowdon,Hippowdon,040/088,Uncommon,Fighting,150,Stage 1,Reverse Holofoil,0.22,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684427,Landorus,Landorus,041/088,Rare,Fighting,120,Basic,Holofoil,0.15,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684427,Landorus,Landorus,041/088,Rare,Fighting,120,Basic,Reverse Holofoil,0.24,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684334,Binacle,Binacle,042/088,Common,Fighting,80,Basic,Normal,0.14,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684334,Binacle,Binacle,042/088,Common,Fighting,80,Basic,Reverse Holofoil,0.28,0.01,0.26,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684335,Barbaracle,Barbaracle,043/088,Uncommon,Fighting,130,Stage 1,Normal,0.11,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684335,Barbaracle,Barbaracle,043/088,Uncommon,Fighting,130,Stage 1,Reverse Holofoil,0.29,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684358,Tyrunt,Tyrunt,044/088,Common,Fighting,100,,Normal,0.19,0.01,0.18,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684358,Tyrunt,Tyrunt,044/088,Common,Fighting,100,,Reverse Holofoil,0.26,0.04,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684359,Tyrantrum,Tyrantrum,045/088,Rare,Fighting,180,Stage 2,Holofoil,0.25,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684359,Tyrantrum,Tyrantrum,045/088,Rare,Fighting,180,Stage 2,Reverse Holofoil,0.39,0.02,0.32,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684428,Hawlucha,Hawlucha,046/088,Common,Fighting,70,Basic,Normal,0.12,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684428,Hawlucha,Hawlucha,046/088,Common,Fighting,70,Basic,Reverse Holofoil,0.21,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684336,Mega Zygarde ex - 047/088,Mega Zygarde ex 047 088,047/088,Double Rare,Fighting,310,Basic,Holofoil,0.56,0.2,0.8,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684429,Gastly,Gastly,048/088,Common,Darkness,70,Basic,Normal,0.14,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684429,Gastly,Gastly,048/088,Common,Darkness,70,Basic,Reverse Holofoil,0.24,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684430,Haunter,Haunter,049/088,Common,Darkness,100,Stage 1,Normal,0.19,0.01,0.19,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684430,Haunter,Haunter,049/088,Common,Darkness,100,Stage 1,Reverse Holofoil,0.27,0.02,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684431,Gengar,Gengar,050/088,Rare,Darkness,130,Stage 2,Holofoil,0.74,0.04,0.67,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684431,Gengar,Gengar,050/088,Rare,Darkness,130,Stage 2,Reverse Holofoil,1.16,0.1,1.0,1.5
Mega Evolution,ME03: Perfect Order,POR,24587,684432,Skorupi,Skorupi,051/088,Common,Darkness,80,Basic,Normal,0.09,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684432,Skorupi,Skorupi,051/088,Common,Darkness,80,Basic,Reverse Holofoil,0.22,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684433,Drapion - 052/088,Drapion 052 088,052/088,Uncommon,Darkness,140,Stage 1,Normal,0.09,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684433,Drapion - 052/088,Drapion 052 088,052/088,Uncommon,Darkness,140,Stage 1,Reverse Holofoil,0.18,0.02,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684386,Yveltal ex - 053/088,Yveltal ex 053 088,053/088,Double Rare,Darkness,210,Basic,Holofoil,0.48,0.15,0.62,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684435,Chien-Pao,Chien Pao,054/088,Rare,Darkness,120,Basic,Holofoil,0.17,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684435,Chien-Pao,Chien Pao,054/088,Rare,Darkness,120,Basic,Reverse Holofoil,0.21,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684351,Mega Skarmory ex - 055/088,Mega Skarmory ex 055 088,055/088,Double Rare,Metal,260,Basic,Holofoil,0.59,0.01,0.71,1.0
Mega Evolution,ME03: Perfect Order,POR,24587,684378,Honedge,Honedge,056/088,Common,Metal,70,Basic,Normal,0.15,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684378,Honedge,Honedge,056/088,Common,Metal,70,Basic,Reverse Holofoil,0.21,0.01,0.21,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684379,Doublade - 057/088,Doublade 057 088,057/088,Common,Metal,100,Stage 1,Normal,0.14,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684379,Doublade - 057/088,Doublade 057 088,057/088,Common,Metal,100,Stage 1,Reverse Holofoil,0.23,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684381,Aegislash,Aegislash,058/088,Uncommon,Metal,150,Stage 2,Normal,0.16,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684381,Aegislash,Aegislash,058/088,Uncommon,Metal,150,Stage 2,Reverse Holofoil,0.26,0.01,0.24,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684436,Klefki,Klefki,059/088,Common,Metal,70,Basic,Normal,0.11,0.01,0.13,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684436,Klefki,Klefki,059/088,Common,Metal,70,Basic,Reverse Holofoil,0.26,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684437,Rattata,Rattata,060/088,Common,Colorless,40,Basic,Normal,0.09,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684437,Rattata,Rattata,060/088,Common,Colorless,40,Basic,Reverse Holofoil,0.22,0.01,0.22,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684438,Raticate - 061/088,Raticate 061 088,061/088,Uncommon,Colorless,90,Stage 1,Normal,0.11,0.01,0.14,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684438,Raticate - 061/088,Raticate 061 088,061/088,Uncommon,Colorless,90,Stage 1,Reverse Holofoil,0.25,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684340,Meowth ex - 062/088,Meowth ex 062 088,062/088,Double Rare,Colorless,170,Basic,Holofoil,4.57,2.75,5.2,5.5
Mega Evolution,ME03: Perfect Order,POR,24587,684440,Snorlax,Snorlax,063/088,Common,Colorless,160,Basic,Normal,0.2,0.01,0.19,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684440,Snorlax,Snorlax,063/088,Common,Colorless,160,Basic,Reverse Holofoil,0.27,0.03,0.28,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684441,Bunnelby,Bunnelby,064/088,Common,Colorless,70,Basic,Normal,0.08,0.01,0.11,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684441,Bunnelby,Bunnelby,064/088,Common,Colorless,70,Basic,Reverse Holofoil,0.21,0.01,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684442,Diggersby,Diggersby,065/088,Uncommon,Colorless,150,Stage 1,Normal,0.12,0.01,0.13,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684442,Diggersby,Diggersby,065/088,Uncommon,Colorless,150,Stage 1,Reverse Holofoil,0.18,0.01,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684403,Fletchling,Fletchling,066/088,Common,Colorless,60,Basic,Normal,0.13,0.01,0.12,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684403,Fletchling,Fletchling,066/088,Common,Colorless,60,Basic,Reverse Holofoil,0.16,0.01,0.19,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684443,Furfrou,Furfrou,067/088,Common,Colorless,90,Basic,Normal,0.09,0.01,0.13,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684443,Furfrou,Furfrou,067/088,Common,Colorless,90,Basic,Reverse Holofoil,0.2,0.01,0.19,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684353,Antique Jaw Fossil,Antique Jaw Fossil,068/088,Common,Trainer - Item,,,Normal,0.16,0.01,0.16,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684353,Antique Jaw Fossil,Antique Jaw Fossil,068/088,Common,Trainer - Item,,,Reverse Holofoil,0.22,0.01,0.23,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684354,Antique Sail Fossil,Antique Sail Fossil,069/088,Common,Trainer - Item,,,Normal,0.1,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684354,Antique Sail Fossil,Antique Sail Fossil,069/088,Common,Trainer - Item,,,Reverse Holofoil,0.25,0.01,0.25,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684343,Core Memory,Core Memory,070/088,Uncommon,Trainer - Pokemon Tool,,,Normal,0.12,0.01,0.14,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684343,Core Memory,Core Memory,070/088,Uncommon,Trainer - Pokemon Tool,,,Reverse Holofoil,0.2,0.01,0.2,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684325,Crushing Hammer,Crushing Hammer,071/088,Common,Trainer - Item,,,Normal,0.15,0.01,0.15,0.5
Mega Evolution,ME03: Perfect Order,POR,24587,684325,Crushing Hammer,Crushing Hammer,071/088,Common,Trainer - Item,,,Reverse Holofoil,0.25,0.01,0.22,0.5
